longitude,latitude,name,address
16.976944,61.516732,Ångersjöns Mat och Vildmarkscamping - Ställplats,Pris: 260.00 SEK - Inlagt 2024-06-10 | El Kassettömning WC | Nära vatten Badplats
16.5479,61.799057,Delsbo - Rastplats,Pris: 0.00 SEK - Inlagt 2013-12-16 | Sopor | Nära vatten Centrumnära Badplats
17.074722,61.696111,Vibod-Långsjön - Rastplats,Pris: 0.00 SEK - Inlagt 2006-11-28 | WC HCP Sopor | 
15.055084,61.674472,Voxnan - Friplats,Pris: 0.00 SEK - Inlagt 2005-03-12 |  | Nära vatten Fiskeplats
15.358425,61.960733,Snörbo - Naturcamping,Pris: 80.00 SEK - Inlagt 2023-07-09 | TC Sopor | Nära vatten Fiskeplats Lugnt och Avskilt Naturnära
16.065361,61.820917,Ljusdal - Rastplats,Pris: 0.00 SEK - Inlagt 2021-09-04 | Vatten Kassettömning WC Sopor | Nära vatten Restaurang Tankställe
15.553733,61.928941,Lassekrog - Rastplats,Pris: 0.00 SEK - Inlagt 2023-07-10 | Vatten Kassettömning WC HCP Sopor | Sevärdhet
14.823056,61.600278,Sandsjön Ljusdal - Rastplats,Pris: 0.00 SEK - Inlagt 2017-09-18 | WC HCP Sopor | Nära vatten
16.093611,61.825278,Östernäs - Ställplats,Pris: 0.00 SEK - Inlagt 2021-07-10 | El WC | Nära vatten Centrumnära Badplats
15.498528,61.961129,Aborrtjärn - Ställplats,Pris: Saknas | TC | Nära vatten Fiskeplats
17.338726,61.956794,Mellanfjärdens Camping - Campingplats,Pris: 300.00 SEK - Inlagt 2024-07-09 | El Vatten Kassettömning Markbrunn WC HCP Dusch Sopor Tvättstuga | Nära vatten Badplats Fiskeplats Båthamn Restaurang
17.217143,61.929748,Harmånger - Rastplats,Pris: 0.00 SEK - Inlagt 2005-12-28 | WC HCP Sopor | 
17.264722,62.045556,Gnarp - Rastplats,Pris: 0.00 SEK - Inlagt 2015-07-13 | WC HCP Sopor | Tankställe
17.43137,62.061024,Norrfjärdens Båthamn - Ställplats,Pris: 250.00 SEK - Inlagt 2021-08-18 | El Vatten WC Dusch | Nära vatten Badplats Båthamn
